Action ID,Package ID,Package Decription,Package Groups,Strategy ID,Strategy,ID,Asset Name,Interval,Interval Units,Recommended Resource,Shutdown Required,Reference Column,Job Plan ID,Action Name,Plan Description,MyPlant Document Number,Oracle Activity,
Compressor-Air Champion APP10-TICK_A09,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-001,KICK,INST AIR,3800-KX-001,6,M,01,00,KICK INST AIR 6M-01-00,KICK INST AIR 6M-01-00-001,Clean Condenser Fins,Tickalara Satellite 3800-KX-001 Instrument Air Compressor Package 1 Champion APP10 6 Monthly Instrument Service *Note-Ensure Backup Compressor Available To Be Put Online*,SERVICE-PM-PK.CO-900215-J-0159.docx,2724098,001
Compressor-Air Champion APP10-TICK_A04,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-001,KICK,INST AIR,3800-KX-001,6,M,04,00,KICK INST AIR 6M-04-00,KICK INST AIR 6M-04-00-002,Clean compressor of dirt and oil with detergent and water,Tickalara Champion APP10 Air Compressor Mechanical Service 6 Monthly,2229263.docx,2229263,002
Compressor-Air Champion APP10-TICK_A010,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-001,KICK,INST AIR,3800-KX-001,12,M,04,00,KICK INST AIR 12M-04-00,KICK INST AIR 12M-04-00-002,Manually opearate lever or ring pull to activate receiver valve,Tickalara Champion APP10 Air Compressor Mechanical Service 1 Yearly,2229618.docx,2229618,002
Compressor-Air Champion APP10-TICK_A06,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-001,KICK,INST AIR,3800-KX-001,6,M,04,00,KICK INST AIR 6M-04-00,KICK INST AIR 6M-04-00-002,Clean carankcase air breather with non-explosive solvent,Tickalara Champion APP10 Air Compressor Mechanical Service 6 Monthly,2229263.docx,2229263,002
Compressor-Air Champion APP10-TICK_A01,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-001,KICK,INST AIR,3800-KX-001,3,M,04,00,KICK INST AIR 3M-04-00,KICK INST AIR 3M-04-00-001,"Test condition of compressor oil, replace oil sight glass",Tickalara Champion APP10 Air Compressor Mechanical Service 3 Monthly,2232313.docx,2232313,001
Compressor-Air Champion APP10-TICK_A05,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-001,KICK,INST AIR,3800-KX-001,6,M,04,00,KICK INST AIR 6M-04-00,KICK INST AIR 6M-04-00-002,"Drain compressor crankcase oil, if oil change required.Visually inspect oil for metal particles",Tickalara Champion APP10 Air Compressor Mechanical Service 6 Monthly,2229263.docx,2229263,002
Compressor-Air Champion APP10-TICK_A03,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-001,KICK,INST AIR,3800-KX-001,6,M,04,00,KICK INST AIR 6M-04-00,KICK INST AIR 6M-04-00-002,Visually inspect compressor for oil leaks,Tickalara Champion APP10 Air Compressor Mechanical Service 6 Monthly,2229263.docx,2229263,002
Compressor-Air Champion APP10-TICK_A018,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-001,KICK,INST AIR,3800-KX-001,12,M,01,00,KICK INST AIR 12M-01-00,KICK INST AIR 12M-01-00-001,Visually inspect motor terminal box terminal box gasket for deterioration and terminal box contamination,Tickalara Satellite 3800-KX-001 Instrument Air Compressor Package 1Champion APP10 Annual Instrument Service,2218923.docx,2218923,001
Compressor-Air Champion APP10-TICK_A019,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-001,KICK,INST AIR,3800-KX-001,12,M,01,00,KICK INST AIR 12M-01-00,KICK INST AIR 12M-01-00-001,"Check tightness of local earth wiring connections, visually inspect condition of all earth wiring for deterioration",Tickalara Satellite 3800-KX-001 Instrument Air Compressor Package 1Champion APP10 Annual Instrument Service,2218923.docx,2218923,001
Compressor-Air Champion APP10-TICK_A014,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-001,KICK,INST AIR,3800-KX-001,12,M,01,00,KICK INST AIR 12M-01-00,KICK INST AIR 12M-01-00-001,"Visually inspect wiring and cable gland for evidence of rubbing and deterioration, check calibration of high water temperature switch",Tickalara Satellite 3800-KX-001 Instrument Air Compressor Package 1Champion APP10 Annual Instrument Service,2218923.docx,2218923,001
Compressor-Air Champion APP10-TICK_A015,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-001,KICK,INST AIR,3800-KX-001,12,M,01,00,KICK INST AIR 12M-01-00,KICK INST AIR 12M-01-00-001,"Visually inspect wiring and cable gland for evidence of rubbing and deterioration, check calibration of low oil pressure switch",Tickalara Satellite 3800-KX-001 Instrument Air Compressor Package 1Champion APP10 Annual Instrument Service,2218923.docx,2218923,001
Compressor-Air Champion APP10-TICK_A013,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-001,KICK,INST AIR,3800-KX-001,12,M,01,00,KICK INST AIR 12M-01-00,KICK INST AIR 12M-01-00-001,"Visually inspect wiring and cable gland for evidence of rubbing and deterioration, check calibration of high discharge air temperature switch",Tickalara Satellite 3800-KX-001 Instrument Air Compressor Package 1Champion APP10 Annual Instrument Service,2218923.docx,2218923,001
Compressor-Air Champion APP10-TICK_A017,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-001,KICK,INST AIR,3800-KX-001,12,M,01,00,KICK INST AIR 12M-01-00,KICK INST AIR 12M-01-00-001,"Visually inspect condition of 3 phase and control cables and lugs for deteriorations, overheating and support in terminal box",Tickalara Satellite 3800-KX-001 Instrument Air Compressor Package 1Champion APP10 Annual Instrument Service,2218923.docx,2218923,001
Compressor-Air Champion APP10-TICK_A012,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-001,KICK,INST AIR,3800-KX-001,12,M,01,00,KICK INST AIR 12M-01-00,KICK INST AIR 12M-01-00-001,"Visually inspect wiring and cable gland for evidence of rubbing and deterioration, check calibration of low suction pressure switch",Tickalara Satellite 3800-KX-001 Instrument Air Compressor Package 1Champion APP10 Annual Instrument Service,2218923.docx,2218923,001
Compressor-Air Champion APP10-TICK_A016,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-001,KICK,INST AIR,3800-KX-001,12,M,01,00,KICK INST AIR 12M-01-00,KICK INST AIR 12M-01-00-001,Visually inspect control panel wiring for evidence of overheating,Tickalara Satellite 3800-KX-001 Instrument Air Compressor Package 1Champion APP10 Annual Instrument Service,2218923.docx,2218923,001
Compressor-Air Champion APP10-TICK_A013,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-K-001,KICK,INST AIR,3800-K-001,12,M,01,00,KICK INST AIR 12M-01-00,KICK INST AIR 12M-01-00-001,"Visually inspect wiring and cable gland for evidence of rubbing and deterioration, check calibration of high discharge air temperature switch",Tickalara Satellite 3800-KX-001 Instrument Air Compressor Package 1Champion APP10 Annual Instrument Service,2218923.docx,2218923,001
Compressor-Air Champion APP10-TICK_A017,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-K-001,KICK,INST AIR,3800-K-001,12,M,01,00,KICK INST AIR 12M-01-00,KICK INST AIR 12M-01-00-001,"Visually inspect condition of 3 phase and control cables and lugs for deteriorations, overheating and support in terminal box",Tickalara Satellite 3800-KX-001 Instrument Air Compressor Package 1Champion APP10 Annual Instrument Service,2218923.docx,2218923,001
Compressor-Air Champion APP10-TICK_A015,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-K-001,KICK,INST AIR,3800-K-001,12,M,01,00,KICK INST AIR 12M-01-00,KICK INST AIR 12M-01-00-001,"Visually inspect wiring and cable gland for evidence of rubbing and deterioration, check calibration of low oil pressure switch",Tickalara Satellite 3800-KX-001 Instrument Air Compressor Package 1Champion APP10 Annual Instrument Service,2218923.docx,2218923,001
Compressor-Air Champion APP10-TICK_A014,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-K-001,KICK,INST AIR,3800-K-001,12,M,01,00,KICK INST AIR 12M-01-00,KICK INST AIR 12M-01-00-001,"Visually inspect wiring and cable gland for evidence of rubbing and deterioration, check calibration of high water temperature switch",Tickalara Satellite 3800-KX-001 Instrument Air Compressor Package 1Champion APP10 Annual Instrument Service,2218923.docx,2218923,001
Compressor-Air Champion APP10-TICK_A012,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-K-001,KICK,INST AIR,3800-K-001,12,M,01,00,KICK INST AIR 12M-01-00,KICK INST AIR 12M-01-00-001,"Visually inspect wiring and cable gland for evidence of rubbing and deterioration, check calibration of low suction pressure switch",Tickalara Satellite 3800-KX-001 Instrument Air Compressor Package 1Champion APP10 Annual Instrument Service,2218923.docx,2218923,001
Compressor-Air Champion APP10-TICK_A016,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-K-001,KICK,INST AIR,3800-K-001,12,M,01,00,KICK INST AIR 12M-01-00,KICK INST AIR 12M-01-00-001,Visually inspect control panel wiring for evidence of overheating,Tickalara Satellite 3800-KX-001 Instrument Air Compressor Package 1Champion APP10 Annual Instrument Service,2218923.docx,2218923,001
Compressor-Air Champion APP10-TICK_A05,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-K-001,KICK,INST AIR,3800-K-001,6,M,04,00,KICK INST AIR 6M-04-00,KICK INST AIR 6M-04-00-002,"Drain compressor crankcase oil, if oil change required.Visually inspect oil for metal particles",Tickalara Champion APP10 Air Compressor Mechanical Service 6 Monthly,2229263.docx,2229263,002
Compressor-Air Champion APP10-TICK_A01,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-K-001,KICK,INST AIR,3800-K-001,3,M,04,00,KICK INST AIR 3M-04-00,KICK INST AIR 3M-04-00-001,"Test condition of compressor oil, replace oil sight glass",Tickalara Champion APP10 Air Compressor Mechanical Service 3 Monthly,2232313.docx,2232313,001
Compressor-Air Champion APP10-TICK_A03,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-K-001,KICK,INST AIR,3800-K-001,6,M,04,00,KICK INST AIR 6M-04-00,KICK INST AIR 6M-04-00-002,Visually inspect compressor for oil leaks,Tickalara Champion APP10 Air Compressor Mechanical Service 6 Monthly,2229263.docx,2229263,002
Compressor-Air Champion APP10-TICK_A06,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-K-001,KICK,INST AIR,3800-K-001,6,M,04,00,KICK INST AIR 6M-04-00,KICK INST AIR 6M-04-00-002,Clean carankcase air breather with non-explosive solvent,Tickalara Champion APP10 Air Compressor Mechanical Service 6 Monthly,2229263.docx,2229263,002
Compressor-Air Champion APP10-TICK_A04,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-K-001,KICK,INST AIR,3800-K-001,6,M,04,00,KICK INST AIR 6M-04-00,KICK INST AIR 6M-04-00-002,Clean compressor of dirt and oil with detergent and water,Tickalara Champion APP10 Air Compressor Mechanical Service 6 Monthly,2229263.docx,2229263,002
Compressor-Air Champion APP10-TICK_A09,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-K-001,KICK,INST AIR,3800-K-001,6,M,01,00,KICK INST AIR 6M-01-00,KICK INST AIR 6M-01-00-001,Clean Condenser Fins,Tickalara Satellite 3800-KX-001 Instrument Air Compressor Package 1 Champion APP10 6 Monthly Instrument Service *Note-Ensure Backup Compressor Available To Be Put Online*,SERVICE-PM-PK.CO-900215-J-0159.docx,2724098,001
Compressor-Air Champion APP10-TICK_A010,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-K-001,KICK,INST AIR,3800-K-001,12,M,04,00,KICK INST AIR 12M-04-00,KICK INST AIR 12M-04-00-002,Manually opearate lever or ring pull to activate receiver valve,Tickalara Champion APP10 Air Compressor Mechanical Service 1 Yearly,2229618.docx,2229618,002
Compressor-Air Champion APP10-TICK_A02,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-K-001,KICK,INST AIR,3800-K-001,3,M,04,00,KICK INST AIR 3M-04-00,KICK INST AIR 3M-04-00-001,"Clean filter housing of air intake filter, install new air filter",Tickalara Champion APP10 Air Compressor Mechanical Service 3 Monthly,2232313.docx,2232313,001
Compressor-Air Champion APP10-TICK_A011,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-K-001,KICK,INST AIR,3800-K-001,12,M,04,00,KICK INST AIR 12M-04-00,KICK INST AIR 12M-04-00-002,"Replace v-belt set if required, adjust motor to achieve correct belt tension. Inspect pulley grooves for wear",Tickalara Champion APP10 Air Compressor Mechanical Service 1 Yearly,2229618.docx,2229618,002
Compressor-Air Champion APP10-TICK_A07,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-K-001,KICK,INST AIR,3800-K-001,6,M,04,00,KICK INST AIR 6M-04-00,KICK INST AIR 6M-04-00-002,"Check v-belt tension using belt tensioning tool, if adjustment required",Tickalara Champion APP10 Air Compressor Mechanical Service 6 Monthly,2229263.docx,2229263,002
Compressor-Air Champion APP10-TICK_A08,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-K-001,KICK,INST AIR,3800-K-001,6,M,04,00,KICK INST AIR 6M-04-00,KICK INST AIR 6M-04-00-002,Check tightness of motor hold down bolts and compressor hold down bolts,Tickalara Champion APP10 Air Compressor Mechanical Service 6 Monthly,2229263.docx,2229263,002
Compressor-Air Champion APP10-TICK_A018,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-K-001,KICK,INST AIR,3800-K-001,12,M,01,00,KICK INST AIR 12M-01-00,KICK INST AIR 12M-01-00-001,Visually inspect motor terminal box terminal box gasket for deterioration and terminal box contamination,Tickalara Satellite 3800-KX-001 Instrument Air Compressor Package 1Champion APP10 Annual Instrument Service,2218923.docx,2218923,001
Compressor-Air Champion APP10-TICK_A019,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-001,3800 - Tickalara Satellite,KICK INST AIR 3800-K-001,KICK,INST AIR,3800-K-001,12,M,01,00,KICK INST AIR 12M-01-00,KICK INST AIR 12M-01-00-001,"Check tightness of local earth wiring connections, visually inspect condition of all earth wiring for deterioration",Tickalara Satellite 3800-KX-001 Instrument Air Compressor Package 1Champion APP10 Annual Instrument Service,2218923.docx,2218923,001
Compressor-Air Atlas Copco  XAS 36YD-TICK_A23,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-002,KICK,INST AIR,3800-KX-002,60,W,01,00,KICK INST AIR 60W-01-00,KICK INST AIR 60W-01-00-001,"Check condition and tighteness of all terminations, including earth connections",Tickalara Atlas Copco Air Compressor XAS 36YD Inst/Elec Service,2257107.docx,2257107,001
Compressor-Air Atlas Copco  XAS 36YD-TICK_A08,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-002,KICK,INST AIR,3800-KX-002,10,W,04,00,KICK INST AIR 10W-04-00,KICK INST AIR 10W-04-00-001,Adjust cylinder head valve clearances,Tickalara Atlas Copco Air Compressor XAS 36YD 10 Weekly Mechanical Service,2245887.docx,2245887,001
Compressor-Air Atlas Copco  XAS 36YD-TICK_A12,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-002,KICK,INST AIR,3800-KX-002,40,W,04,00,KICK INST AIR 40W-04-00,KICK INST AIR 40W-04-00-001,Clean out loose dust from filter housing of intake filter element,Tickalara Atlas Copco Air Compressor XAS 36YD 40 Weekly Mechanical Service,2246636.docx,2246636,001
Compressor-Air Atlas Copco  XAS 36YD-TICK_A15,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-002,KICK,INST AIR,3800-KX-002,40,W,04,00,KICK INST AIR 40W-04-00,KICK INST AIR 40W-04-00-001,"Inspect loading plunger and unloader valve, replace loading plunger diaphragm and unloader seals",Tickalara Atlas Copco Air Compressor XAS 36YD 40 Weekly Mechanical Service,2246636.docx,2246636,001
Compressor-Air Atlas Copco  XAS 36YD-TICK_A02,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-002,KICK,INST AIR,3800-KX-002,5,W,04,00,KICK INST AIR 5W-04-00,KICK INST AIR 5W-04-00-001,Replace engine oil filter,Tickalara Atlas Copco Air Compressor XAS 36YD Mechanical service 5 Weekly,2245805.DOCX,2245805,001
Compressor-Air Atlas Copco  XAS 36YD-TICK_A01,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-002,KICK,INST AIR,3800-KX-002,5,W,04,00,KICK INST AIR 5W-04-00,KICK INST AIR 5W-04-00-001,"Drain oil engine, close engine drain valve and replace engine drain plug. Inspect engine for visible oil leak",Tickalara Atlas Copco Air Compressor XAS 36YD Mechanical service 5 Weekly,2245805.DOCX,2245805,001
Compressor-Air Atlas Copco  XAS 36YD-TICK_A06,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-002,KICK,INST AIR,3800-KX-002,10,W,04,00,KICK INST AIR 10W-04-00,KICK INST AIR 10W-04-00-001,Replace lube oil filters,Tickalara Atlas Copco Air Compressor XAS 36YD 10 Weekly Mechanical Service,2245887.docx,2245887,001
Compressor-Air Atlas Copco  XAS 36YD-TICK_A21,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-002,KICK,INST AIR,3800-KX-002,60,W,01,00,KICK INST AIR 60W-01-00,KICK INST AIR 60W-01-00-001,Obtain oil sample from engine,Tickalara Atlas Copco Air Compressor XAS 36YD Inst/Elec Service,2257107.docx,2257107,001
Compressor-Air Atlas Copco  XAS 36YD-TICK_A14,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-002,KICK,INST AIR,3800-KX-002,40,W,04,00,KICK INST AIR 40W-04-00,KICK INST AIR 40W-04-00-001,"Clean coupling and visually inspect flexible insert for wear and cracking, check tightness of coupling bolts",Tickalara Atlas Copco Air Compressor XAS 36YD 40 Weekly Mechanical Service,2246636.docx,2246636,001
Compressor-Air Atlas Copco  XAS 36YD-TICK_A24,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-002,KICK,INST AIR,3800-KX-002,60,W,01,00,KICK INST AIR 60W-01-00,KICK INST AIR 60W-01-00-001,Visually inspect gasket for deterioration and terminal box for contamination,Tickalara Atlas Copco Air Compressor XAS 36YD Inst/Elec Service,2257107.docx,2257107,001
Compressor-Air Atlas Copco  XAS 36YD-TICK_A16,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-002,KICK,INST AIR,3800-KX-002,40,W,04,00,KICK INST AIR 40W-04-00,KICK INST AIR 40W-04-00-001,Clean external fins on oil cooler and after cooler with de-greaser and pressure water,Tickalara Atlas Copco Air Compressor XAS 36YD 40 Weekly Mechanical Service,2246636.docx,2246636,001
Compressor-Air Atlas Copco  XAS 36YD-TICK_A03,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-002,KICK,INST AIR,3800-KX-002,5,W,04,00,KICK INST AIR 5W-04-00,KICK INST AIR 5W-04-00-001,"Clean air pre-cleaner dust bowl, visually inspect dust bowl for cracks",Tickalara Atlas Copco Air Compressor XAS 36YD Mechanical service 5 Weekly,2245805.DOCX,2245805,001
Compressor-Air Atlas Copco  XAS 36YD-TICK_A09,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-002,KICK,INST AIR,3800-KX-002,10,W,04,00,KICK INST AIR 10W-04-00,KICK INST AIR 10W-04-00-001,Replace fuel filter,Tickalara Atlas Copco Air Compressor XAS 36YD 10 Weekly Mechanical Service,2245887.docx,2245887,001
Compressor-Air Atlas Copco  XAS 36YD-TICK_A05,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-002,KICK,INST AIR,3800-KX-002,5,W,04,00,KICK INST AIR 5W-04-00,KICK INST AIR 5W-04-00-001,Visually inspect governor linkages for excess free play and lubricate,Tickalara Atlas Copco Air Compressor XAS 36YD Mechanical service 5 Weekly,2245805.DOCX,2245805,001
Compressor-Air Atlas Copco  XAS 36YD-TICK_A04,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-002,KICK,INST AIR,3800-KX-002,5,W,04,00,KICK INST AIR 5W-04-00,KICK INST AIR 5W-04-00-001,Clean housing and install new air intake filter element,Tickalara Atlas Copco Air Compressor XAS 36YD Mechanical service 5 Weekly,2245805.DOCX,2245805,001
Compressor-Air Atlas Copco  XAS 36YD-TICK_A18,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-002,KICK,INST AIR,3800-KX-002,40,W,04,00,KICK INST AIR 40W-04-00,KICK INST AIR 40W-04-00-001,Visually inspect all belt pulleys for groove wear and bearing play,Tickalara Atlas Copco Air Compressor XAS 36YD 40 Weekly Mechanical Service,2246636.docx,2246636,001
Compressor-Air Atlas Copco  XAS 36YD-TICK_A19,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,Tickalara Satellite - Instrument Air - Air Compressor Package - 3800-KX-002,3800 - Tickalara Satellite,KICK INST AIR 3800-KX-002,KICK,INST AIR,3800-KX-002,40,W,04,00,KICK INST AIR 40W-04-00,KICK INST AIR 40W-04-00-001,Visually inspect condition of coolant system hoses for cracks and deterioration,Tickalara Atlas Copco Air Compressor XAS 36YD 40 Weekly Mechanical Service,2246636.docx,2246636,001
