Action ID,Package ID,Package Decription,Package Groups,Strategy ID,Strategy,ID,Asset Name,Interval,Interval Units,Recommended Resource,Shutdown Required,Reference Column,Job Plan ID,Action Name,Plan Description,MyPlant Document Number,Oracle Activity,
Run To Failure-CONTROLLER_A01,Gidgealpa Oil Satellite - Export and Metering - Pig Launcher to Moomba,Gidgealpa Oil Satellite - Export and Metering - Pig Launcher to Moomba,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-TW-3103-2,,,1015-TW-3103-2,,,,,,Run To Failure-CONTROLLER,Run To Failure-CONTROLLER,RTF,RTF,RTF,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Pig Launcher to Moomba Plant Oil Inlet,Gidgealpa Oil Satellite - Export and Metering - Pig Launcher to Moomba Plant Oil Inlet,1015 - Gidgealpa Oil Satellite,GIDO EXP 1017-PG-001-CO,,,1017-PG-001-CO,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-ZSO-3103,,,1015-ZSO-3103,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-ZS-3120A-2,,,1015-ZS-3120A-2,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-XSV-3103-VABA-2,,,1015-XSV-3103-VABA-2,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-XSV-3103,,,1015-XSV-3103,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Pig Launcher to Moomba,Gidgealpa Oil Satellite - Export and Metering - Pig Launcher to Moomba,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-V-3210,,,1015-V-3210,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Automatic Sampler,Gidgealpa Oil Satellite - Export and Metering - Automatic Sampler,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-V-3118,,,1015-V-3118,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-TW-3103B,,,1015-TW-3103B,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-TW-3103A-2,,,1015-TW-3103A-2,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-TSHH-3103B-1,,,1015-TSHH-3103B-1,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-TSHH-3103A-1,,,1015-TSHH-3103A-1,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Biocide Dosing Pump Package,Gidgealpa Oil Satellite - Export and Metering - Biocide Dosing Pump Package,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-TK-3103,,,1015-TK-3103,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-TI-3103B,,,1015-TI-3103B,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-TI-3103A-2,,,1015-TI-3103A-2,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Biocide Dosing Pump Package,Gidgealpa Oil Satellite - Export and Metering - Biocide Dosing Pump Package,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PX-3103C,,,1015-PX-3103C,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PX-3103B-PURE-1,,,1015-PX-3103B-PURE-1,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PX-3103B-PKPU-2,,,1015-PX-3103B-PKPU-2,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-FSL-3103A,,,1015-FSL-3103A,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PI-3103B,,,1015-PI-3103B,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PI-3103A,,,1015-PI-3103A,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Biocide Dosing Pump Package,Gidgealpa Oil Satellite - Export and Metering - Biocide Dosing Pump Package,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PI-3103-1,,,1015-PI-3103-1,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Biocide Dosing Pump Package,Gidgealpa Oil Satellite - Export and Metering - Biocide Dosing Pump Package,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PCV-3103,,,1015-PCV-3103,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Biocide Dosing Pump Package,Gidgealpa Oil Satellite - Export and Metering - Biocide Dosing Pump Package,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103C,,,1015-P-3103C,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103A-PURE-2,,,1015-P-3103A-PURE-2,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103A-PURE-1,,,1015-P-3103A-PURE-1,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103A-CO,,,1015-P-3103A-CO,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-HV-3103,,,1015-HV-3103,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-HSO-3120A-2,,,1015-HSO-3120A-2,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-HSC-3120A-2,,,1015-HSC-3120A-2,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-HS-3103B,,,1015-HS-3103B,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-HS-3103,,,1015-HS-3103,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-FV-3103-1,,,1015-FV-3103-1,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-FSL-3103B,,,1015-FSL-3103B,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Integrity_A01,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-FE-0000-3,,,1015-FE-0000-3,,,,,,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-XY-3103,,,1015-XY-3103,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-XSV-3103-VABA-1,,,1015-XSV-3103-VABA-1,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Run To Failure-CONTROLLER_A01,Gidgealpa Oil Satellite - Export and Metering - Pig Launcher to Moomba,Gidgealpa Oil Satellite - Export and Metering - Pig Launcher to Moomba,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-TI-3103-1,,,1015-TI-3103-1,,,,,,Run To Failure-CONTROLLER,Run To Failure-CONTROLLER,RTF,RTF,RTF,
Managed by Integrity_A01,Gidgealpa Oil Satellite - Export and Metering - Pig Launcher to Moomba,Gidgealpa Oil Satellite - Export and Metering - Pig Launcher to Moomba,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PSV-3210-2,,,1015-PSV-3210-2,,,,,,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PX-3103B,,,1015-PX-3103B,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103B-CO,,,1015-P-3103B-CO,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PSHH-3103B,,,1015-PSHH-3103B,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Integrity_A01,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PSV-3103-5,,,1015-PSV-3103-5,,,,,,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PSHH-3103A,,,1015-PSHH-3103A,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-MOV-3120A-2,,,1015-MOV-3120A-2,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-HS-3103A,,,1015-HS-3103A,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Gidgealpa To Moomba Oil Trunkline,Gidgealpa Oil Satellite - Export and Metering - Gidgealpa To Moomba Oil Trunkline,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PTL-00804,,,1015-PTL-00804,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Integrity_A01,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PSV-3103,,,1015-PSV-3103,,,,,,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PCV-31000-2,,,1015-PCV-31000-2,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PCV-31000-1,,,1015-PCV-31000-1,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Integrity_A01,Gidgealpa Oil Satellite - Export and Metering - Pig Launcher to Moomba Plant Oil Inlet,Gidgealpa Oil Satellite - Export and Metering - Pig Launcher to Moomba Plant Oil Inlet,1015 - Gidgealpa Oil Satellite,GIDO EXP 1017-PG-001,,,1017-PG-001,,,,,,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,
Managed by Parent Maintenance_A02,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-ZSC-3103,,,1015-ZSC-3103,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Run To Failure-CONTROLLER_A01,Gidgealpa Oil Satellite - Export and Metering - Pig Launcher to Moomba,Gidgealpa Oil Satellite - Export and Metering - Pig Launcher to Moomba,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-TT-3103-2,,,1015-TT-3103-2,,,,,,Run To Failure-CONTROLLER,Run To Failure-CONTROLLER,RTF,RTF,RTF,
Run To Failure-CONTROLLER_A01,Gidgealpa Oil Satellite - Export and Metering - Pig Launcher to Moomba,Gidgealpa Oil Satellite - Export and Metering - Pig Launcher to Moomba,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PT-3103,,,1015-PT-3103,,,,,,Run To Failure-CONTROLLER,Run To Failure-CONTROLLER,RTF,RTF,RTF,
Managed by Integrity_A01,Gidgealpa Oil Satellite - Export and Metering - Pig Launcher to Moomba,Gidgealpa Oil Satellite - Export and Metering - Pig Launcher to Moomba,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PSV-3210-1,,,1015-PSV-3210-1,,,,,,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,
Run To Failure-VALVE_A01,Gidgealpa Oil Satellite - Export and Metering - Biocide Dosing Pump Package,Gidgealpa Oil Satellite - Export and Metering - Biocide Dosing Pump Package,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PSV-3213,,,1015-PSV-3213,,,,,,Run To Failure-VALVE,Run To Failure-VALVE,RTF,RTF,RTF,
Run To Failure-VALVE_A01,Gidgealpa Oil Satellite - Export and Metering - Biocide Dosing Pump Package,Gidgealpa Oil Satellite - Export and Metering - Biocide Dosing Pump Package,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-HV-3212,,,1015-HV-3212,,,,,,Run To Failure-VALVE,Run To Failure-VALVE,RTF,RTF,RTF,
Managed by Integrity_A01,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PSV-3103B,,,1015-PSV-3103B,,,,,,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,
Managed by Integrity_A01,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PSV-3103-3,,,1015-PSV-3103-3,,,,,,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,
Managed by Integrity_A01,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PSV-3103A,,,1015-PSV-3103A,,,,,,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,
Managed by Integrity_A01,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PSV-3103-4,,,1015-PSV-3103-4,,,,,,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,
Managed by Integrity_A01,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PSV-3103-2,,,1015-PSV-3103-2,,,,,,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,
Managed by Integrity_A01,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PSV-0070,,,1015-PSV-0070,,,,,,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,
Managed by Integrity_A01,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PSLL-31000,,,1015-PSLL-31000,,,,,,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,
Run To Failure-CONTROLLER_A01,Gidgealpa Oil Satellite - Export and Metering - Pig Launcher to Moomba,Gidgealpa Oil Satellite - Export and Metering - Pig Launcher to Moomba,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PI-3210,,,1015-PI-3210,,,,,,Run To Failure-CONTROLLER,Run To Failure-CONTROLLER,RTF,RTF,RTF,
Run To Failure-CONTROLLER_A01,Gidgealpa Oil Satellite - Export and Metering - Pig Launcher to Moomba,Gidgealpa Oil Satellite - Export and Metering - Pig Launcher to Moomba,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-PI-3103-2,,,1015-PI-3103-2,,,,,,Run To Failure-CONTROLLER,Run To Failure-CONTROLLER,RTF,RTF,RTF,
Run To Failure-MOTOR_A01,Gidgealpa Oil Satellite - Export and Metering - Automatic Sampler,Gidgealpa Oil Satellite - Export and Metering - Automatic Sampler,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-EM-3106,,,1015-EM-3106,,,,,,Run To Failure-MOTOR,Run To Failure-MOTOR,RTF,RTF,RTF,
Run To Failure-PLATFORM_A01,Gidgealpa Oil Satellite - Export and Metering - Automatic Sampler,Gidgealpa Oil Satellite - Export and Metering - Automatic Sampler,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3106,,,1015-P-3106,,,,,,Run To Failure-PLATFORM,Run To Failure-PLATFORM,RTF,RTF,RTF,
Run To Failure-PLATFORM_A01,Gidgealpa Oil Satellite - Export and Metering - Automatic Sampler,Gidgealpa Oil Satellite - Export and Metering - Automatic Sampler,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-AV-3118,,,1015-AV-3118,,,,,,Run To Failure-PLATFORM,Run To Failure-PLATFORM,RTF,RTF,RTF,
Run To Failure-PLATFORM_A01,Gidgealpa Oil Satellite - Export and Metering - Biocide Dosing Pump Package,Gidgealpa Oil Satellite - Export and Metering - Biocide Dosing Pump Package,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-LG-3213,,,1015-LG-3213,,,,,,Run To Failure-PLATFORM,Run To Failure-PLATFORM,RTF,RTF,RTF,
Run To Failure-PLATFORM_A01,Gidgealpa Oil Satellite - Export and Metering - Automatic Sampler,Gidgealpa Oil Satellite - Export and Metering - Automatic Sampler,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-LG-3118,,,1015-LG-3118,,,,,,Run To Failure-PLATFORM,Run To Failure-PLATFORM,RTF,RTF,RTF,
