Action ID,Package ID,Package Decription,Package Groups,Strategy ID,Strategy,ID,Asset Name,Interval,Interval Units,Recommended Resource,Shutdown Required,Reference Column,Job Plan ID,Action Name,Plan Description,MyPlant Document Number,Oracle Activity,
PLC Battery-GIDO_A01,Gidgealpa Oil Satellite - Buildings - Control Room MCC,Gidgealpa Oil Satellite - Buildings - Control Room MCC,1015 - Gidgealpa Oil Satellite,GIDO BLD 1015-PLC-001,GIDO,BLD,1015-PLC-001,3,Y,01,00,GIDO BLD 3Y-01-00,GIDO BLD 3Y-01-00-001,Replace satellite control PLC battery back up,1015-PLC-001 Satelitte Control PLC Battery Back Up Replacement 3 Yearly,REPLACE-PM-CL.LC-003628-C-0005.docx,2770395,001
Battery Charger-GIDO_A02,Gidgealpa Oil Satellite - Buildings - Control Room MCC,Gidgealpa Oil Satellite - Buildings - Control Room MCC,1015 - Gidgealpa Oil Satellite,GIDO BLD 1015-CHG-001,GIDO,BLD,1015-CHG-001,2,Y,01,01,GIDO BLD 2Y-01-01,GIDO BLD 2Y-01-01-001,Visually inspect the battery and BCM wiring for signs of deterioration,Gidgealpa Oil Satellite 1015-CHG-001 Battery Charger Satellite DC System 110 Volt 2 Yearly Electrical Service,2234465.docx,2234465,001
Battery Charger-GIDO_A01,Gidgealpa Oil Satellite - Buildings - Control Room MCC,Gidgealpa Oil Satellite - Buildings - Control Room MCC,1015 - Gidgealpa Oil Satellite,GIDO BLD 1015-CHG-001,GIDO,BLD,1015-CHG-001,2,Y,01,01,GIDO BLD 2Y-01-01,GIDO BLD 2Y-01-01-001,"Clean all dust from the rectifier enclosure/internals, battery casing and terminals",Gidgealpa Oil Satellite 1015-CHG-001 Battery Charger Satellite DC System 110 Volt 2 Yearly Electrical Service,2234465.docx,2234465,001
Battery Charger-GIDO_A03,Gidgealpa Oil Satellite - Buildings - Control Room MCC,Gidgealpa Oil Satellite - Buildings - Control Room MCC,1015 - Gidgealpa Oil Satellite,GIDO BLD 1015-CHG-001,GIDO,BLD,1015-CHG-001,2,Y,01,01,GIDO BLD 2Y-01-01,GIDO BLD 2Y-01-01-001,"Test battery condition by performing impedance and cell voltage check, verify operation and alarm parameters",Gidgealpa Oil Satellite 1015-CHG-001 Battery Charger Satellite DC System 110 Volt 2 Yearly Electrical Service,2234465.docx,2234465,001
Element-Flow-GIDO_A01,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,Gidgealpa Oil Satellite - Export and Metering - Control and Monitor,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-FE-3103,GIDO,EXP,1015-FE-3103,1,Y,01,00,GIDO EXP 1Y-01-00,GIDO EXP 1Y-01-00-001,Carry out Accuracy Metering Validation Test,Gidgealpa Oil Satellite 1015-FE-3103 Flow Meter Element Accuracy Verification Test Schedule B Annual Inst/Elect Service,2222688.docx,2222688,001
Pump Ingersol Rand 4X4HS-3A-GIDO_A08,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-EM-3103A,GIDO,EXP,1015-EM-3103A,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-001,Visually inspect motor for excess dirt and oil build up,Gidgealpa Oil Satellite 1015-EM-3103A Export Pump A/B Electric Motor Annual  Inst/Elec Service,2234682.docx,2234682,001
Pump Ingersol Rand 4X4HS-3A-GIDO_A07,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103A,GIDO,EXP,1015-P-3103A,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-001,Re-grease motor bearings.,Gidgealpa Oil Satellite 1015-EM-3103A Export Pump A/B Electric Motor Annual  Inst/Elec Service,2234682.docx,2234682,001
Pump Ingersol Rand 4X4HS-3A-GIDO_A06,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103A,GIDO,EXP,1015-P-3103A,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-002,Visually check pump plungers for scoring,Gidgealpa Oil Satellite 1015-P-3103A Export Pump A/B Ingersol Rand 4X4HS-3A Annual Mechanical Service,2233937.docx,2233937,002
Pump Ingersol Rand 4X4HS-3A-GIDO_A05,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103A,GIDO,EXP,1015-P-3103A,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-002,Visually check pump pony rod for scoring.,Gidgealpa Oil Satellite 1015-P-3103A Export Pump A/B Ingersol Rand 4X4HS-3A Annual Mechanical Service,2233937.docx,2233937,002
Pump Ingersol Rand 4X4HS-3A-GIDO_A014,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103A,GIDO,EXP,1015-P-3103A,1,Y,01,00,GIDO EXP 1Y-01-00,GIDO EXP 1Y-01-00-002,Overhaul and calibrate high pump discharge temperature shutdown switch,Gidgealpa Oil Satellite 1015-P-3103A Export Pump A/B Ingersol Rand 4X4HS-3A Annual Inst/Elect Service,2233990.docx,2233990,002
Pump Ingersol Rand 4X4HS-3A-GIDO_A013,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103A,GIDO,EXP,1015-P-3103A,1,Y,01,00,GIDO EXP 1Y-01-00,GIDO EXP 1Y-01-00-002,Overhaul and calibrate high pump discharge pressure shutdown switch,Gidgealpa Oil Satellite 1015-P-3103A Export Pump A/B Ingersol Rand 4X4HS-3A Annual Inst/Elect Service,2233990.docx,2233990,002
Pump Ingersol Rand 4X4HS-3A-GIDO_A015,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103A,GIDO,EXP,1015-P-3103A,1,Y,01,00,GIDO EXP 1Y-01-00,GIDO EXP 1Y-01-00-002,Overhaul and calibrate low pump discharge flow shutdown switch,Gidgealpa Oil Satellite 1015-P-3103A Export Pump A/B Ingersol Rand 4X4HS-3A Annual Inst/Elect Service,2233990.docx,2233990,002
Pump Ingersol Rand 4X4HS-3A-GIDO_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103A,GIDO,EXP,1015-P-3103A,6,M,04,00,GIDO EXP 6M-04-00,GIDO EXP 6M-04-00-001,Re-charge pulsation damper with nitrogen,Gidgealpa Oil Satellite 1015-P-3103A Export Pump A/B Ingersol Rand 4X4HS-3A 6 Monthly Mechanical Service,2237401.docx,2237401,001
Pump Ingersol Rand 4X4HS-3A-GIDO_A03,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103A,GIDO,EXP,1015-P-3103A,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-002,Check gear reducer housing and pump  foundation bolts are tight,Gidgealpa Oil Satellite 1015-P-3103A Export Pump A/B Ingersol Rand 4X4HS-3A Annual Mechanical Service,2233937.docx,2233937,002
Pump Ingersol Rand 4X4HS-3A-GIDO_A01,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103A,GIDO,EXP,1015-P-3103A,6,M,04,00,GIDO EXP 6M-04-00,GIDO EXP 6M-04-00-001,Clean crankcase breather with non-explosive solvent,Gidgealpa Oil Satellite 1015-P-3103A Export Pump A/B Ingersol Rand 4X4HS-3A 6 Monthly Mechanical Service,2237401.docx,2237401,001
Pump Ingersol Rand 4X4HS-3A-GIDO_A012,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103A,GIDO,EXP,1015-P-3103A,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-001,Visually inspect terminal box and gasket,Gidgealpa Oil Satellite 1015-EM-3103A Export Pump A/B Electric Motor Annual  Inst/Elec Service,2234682.docx,2234682,001
Pump Ingersol Rand 4X4HS-3A-GIDO_A010,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103A,GIDO,EXP,1015-P-3103A,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-001,Visually inspect condition of 3 phase and control cables and lugs,Gidgealpa Oil Satellite 1015-EM-3103A Export Pump A/B Electric Motor Annual  Inst/Elec Service,2234682.docx,2234682,001
Pump Ingersol Rand 4X4HS-3A-GIDO_A09,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103A,GIDO,EXP,1015-P-3103A,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-001,Check tightness of all local 3 phase and control terminations,Gidgealpa Oil Satellite 1015-EM-3103A Export Pump A/B Electric Motor Annual  Inst/Elec Service,2234682.docx,2234682,001
Pump Ingersol Rand 4X4HS-3A-GIDO_A011,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103A,GIDO,EXP,1015-P-3103A,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-001,Visually inspect condition of all earth wiring and tightness of termination,Gidgealpa Oil Satellite 1015-EM-3103A Export Pump A/B Electric Motor Annual  Inst/Elec Service,2234682.docx,2234682,001
Pump Ingersol Rand 4X4HS-3A-GIDO_A04,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103A,GIDO,EXP,1015-P-3103A,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-002,Clean coupling and visually inspect flexible insert for wear and cracking and check tightness of coupling bolts,Gidgealpa Oil Satellite 1015-P-3103A Export Pump A/B Ingersol Rand 4X4HS-3A Annual Mechanical Service,2233937.docx,2233937,002
Pump Ingersol Rand 4X4HS-3A-GIDO_A08,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103A,GIDO,EXP,1015-P-3103A,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-001,Visually inspect motor for excess dirt and oil build up,Gidgealpa Oil Satellite 1015-EM-3103A Export Pump A/B Electric Motor Annual  Inst/Elec Service,2234682.docx,2234682,001
Pump Ingersol Rand 4X4HS-3A-GIDO_A07,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-EM-3103A,GIDO,EXP,1015-EM-3103A,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-001,Re-grease motor bearings.,Gidgealpa Oil Satellite 1015-EM-3103A Export Pump A/B Electric Motor Annual  Inst/Elec Service,2234682.docx,2234682,001
Pump Ingersol Rand 4X4HS-3A-GIDO_A06,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-EM-3103A,GIDO,EXP,1015-EM-3103A,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-002,Visually check pump plungers for scoring,Gidgealpa Oil Satellite 1015-P-3103A Export Pump A/B Ingersol Rand 4X4HS-3A Annual Mechanical Service,2233937.docx,2233937,002
Pump Ingersol Rand 4X4HS-3A-GIDO_A05,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-EM-3103A,GIDO,EXP,1015-EM-3103A,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-002,Visually check pump pony rod for scoring.,Gidgealpa Oil Satellite 1015-P-3103A Export Pump A/B Ingersol Rand 4X4HS-3A Annual Mechanical Service,2233937.docx,2233937,002
Pump Ingersol Rand 4X4HS-3A-GIDO_A014,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-EM-3103A,GIDO,EXP,1015-EM-3103A,1,Y,01,00,GIDO EXP 1Y-01-00,GIDO EXP 1Y-01-00-002,Overhaul and calibrate high pump discharge temperature shutdown switch,Gidgealpa Oil Satellite 1015-P-3103A Export Pump A/B Ingersol Rand 4X4HS-3A Annual Inst/Elect Service,2233990.docx,2233990,002
Pump Ingersol Rand 4X4HS-3A-GIDO_A013,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-EM-3103A,GIDO,EXP,1015-EM-3103A,1,Y,01,00,GIDO EXP 1Y-01-00,GIDO EXP 1Y-01-00-002,Overhaul and calibrate high pump discharge pressure shutdown switch,Gidgealpa Oil Satellite 1015-P-3103A Export Pump A/B Ingersol Rand 4X4HS-3A Annual Inst/Elect Service,2233990.docx,2233990,002
Pump Ingersol Rand 4X4HS-3A-GIDO_A015,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-EM-3103A,GIDO,EXP,1015-EM-3103A,1,Y,01,00,GIDO EXP 1Y-01-00,GIDO EXP 1Y-01-00-002,Overhaul and calibrate low pump discharge flow shutdown switch,Gidgealpa Oil Satellite 1015-P-3103A Export Pump A/B Ingersol Rand 4X4HS-3A Annual Inst/Elect Service,2233990.docx,2233990,002
Pump Ingersol Rand 4X4HS-3A-GIDO_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-EM-3103A,GIDO,EXP,1015-EM-3103A,6,M,04,00,GIDO EXP 6M-04-00,GIDO EXP 6M-04-00-001,Re-charge pulsation damper with nitrogen,Gidgealpa Oil Satellite 1015-P-3103A Export Pump A/B Ingersol Rand 4X4HS-3A 6 Monthly Mechanical Service,2237401.docx,2237401,001
Pump Ingersol Rand 4X4HS-3A-GIDO_A03,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-EM-3103A,GIDO,EXP,1015-EM-3103A,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-002,Check gear reducer housing and pump  foundation bolts are tight,Gidgealpa Oil Satellite 1015-P-3103A Export Pump A/B Ingersol Rand 4X4HS-3A Annual Mechanical Service,2233937.docx,2233937,002
Pump Ingersol Rand 4X4HS-3A-GIDO_A01,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-EM-3103A,GIDO,EXP,1015-EM-3103A,6,M,04,00,GIDO EXP 6M-04-00,GIDO EXP 6M-04-00-001,Clean crankcase breather with non-explosive solvent,Gidgealpa Oil Satellite 1015-P-3103A Export Pump A/B Ingersol Rand 4X4HS-3A 6 Monthly Mechanical Service,2237401.docx,2237401,001
Pump Ingersol Rand 4X4HS-3A-GIDO_A012,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-EM-3103A,GIDO,EXP,1015-EM-3103A,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-001,Visually inspect terminal box and gasket,Gidgealpa Oil Satellite 1015-EM-3103A Export Pump A/B Electric Motor Annual  Inst/Elec Service,2234682.docx,2234682,001
Pump Ingersol Rand 4X4HS-3A-GIDO_A010,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-EM-3103A,GIDO,EXP,1015-EM-3103A,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-001,Visually inspect condition of 3 phase and control cables and lugs,Gidgealpa Oil Satellite 1015-EM-3103A Export Pump A/B Electric Motor Annual  Inst/Elec Service,2234682.docx,2234682,001
Pump Ingersol Rand 4X4HS-3A-GIDO_A09,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-EM-3103A,GIDO,EXP,1015-EM-3103A,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-001,Check tightness of all local 3 phase and control terminations,Gidgealpa Oil Satellite 1015-EM-3103A Export Pump A/B Electric Motor Annual  Inst/Elec Service,2234682.docx,2234682,001
Pump Ingersol Rand 4X4HS-3A-GIDO_A011,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-EM-3103A,GIDO,EXP,1015-EM-3103A,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-001,Visually inspect condition of all earth wiring and tightness of termination,Gidgealpa Oil Satellite 1015-EM-3103A Export Pump A/B Electric Motor Annual  Inst/Elec Service,2234682.docx,2234682,001
Pump Ingersol Rand 4X4HS-3A-GIDO_A04,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package A,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-EM-3103A,GIDO,EXP,1015-EM-3103A,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-002,Clean coupling and visually inspect flexible insert for wear and cracking and check tightness of coupling bolts,Gidgealpa Oil Satellite 1015-P-3103A Export Pump A/B Ingersol Rand 4X4HS-3A Annual Mechanical Service,2233937.docx,2233937,002
Pump Ingersol Rand 4X4HS-3A-GIDO_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-EM-3103B,GIDO,EXP,1015-EM-3103B,6,M,04,00,GIDO EXP 6M-04-00,GIDO EXP 6M-04-00-001,Re-charge pulsation damper with nitrogen,Gidgealpa Oil Satellite 1015-P-3103A Export Pump A/B Ingersol Rand 4X4HS-3A 6 Monthly Mechanical Service,2237401.docx,2237401,001
Pump Ingersol Rand 4X4HS-3A-GIDO_A07,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103B,GIDO,EXP,1015-P-3103B,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-001,Re-grease motor bearings.,Gidgealpa Oil Satellite 1015-EM-3103A Export Pump A/B Electric Motor Annual  Inst/Elec Service,2234682.docx,2234682,001
Pump Ingersol Rand 4X4HS-3A-GIDO_A06,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103B,GIDO,EXP,1015-P-3103B,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-002,Visually check pump plungers for scoring,Gidgealpa Oil Satellite 1015-P-3103A Export Pump A/B Ingersol Rand 4X4HS-3A Annual Mechanical Service,2233937.docx,2233937,002
Pump Ingersol Rand 4X4HS-3A-GIDO_A05,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103B,GIDO,EXP,1015-P-3103B,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-002,Visually check pump pony rod for scoring.,Gidgealpa Oil Satellite 1015-P-3103A Export Pump A/B Ingersol Rand 4X4HS-3A Annual Mechanical Service,2233937.docx,2233937,002
Pump Ingersol Rand 4X4HS-3A-GIDO_A014,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103B,GIDO,EXP,1015-P-3103B,1,Y,01,00,GIDO EXP 1Y-01-00,GIDO EXP 1Y-01-00-002,Overhaul and calibrate high pump discharge temperature shutdown switch,Gidgealpa Oil Satellite 1015-P-3103A Export Pump A/B Ingersol Rand 4X4HS-3A Annual Inst/Elect Service,2233990.docx,2233990,002
Pump Ingersol Rand 4X4HS-3A-GIDO_A013,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103B,GIDO,EXP,1015-P-3103B,1,Y,01,00,GIDO EXP 1Y-01-00,GIDO EXP 1Y-01-00-002,Overhaul and calibrate high pump discharge pressure shutdown switch,Gidgealpa Oil Satellite 1015-P-3103A Export Pump A/B Ingersol Rand 4X4HS-3A Annual Inst/Elect Service,2233990.docx,2233990,002
Pump Ingersol Rand 4X4HS-3A-GIDO_A015,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103B,GIDO,EXP,1015-P-3103B,1,Y,01,00,GIDO EXP 1Y-01-00,GIDO EXP 1Y-01-00-002,Overhaul and calibrate low pump discharge flow shutdown switch,Gidgealpa Oil Satellite 1015-P-3103A Export Pump A/B Ingersol Rand 4X4HS-3A Annual Inst/Elect Service,2233990.docx,2233990,002
Pump Ingersol Rand 4X4HS-3A-GIDO_A02,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103B,GIDO,EXP,1015-P-3103B,6,M,04,00,GIDO EXP 6M-04-00,GIDO EXP 6M-04-00-001,Re-charge pulsation damper with nitrogen,Gidgealpa Oil Satellite 1015-P-3103A Export Pump A/B Ingersol Rand 4X4HS-3A 6 Monthly Mechanical Service,2237401.docx,2237401,001
Pump Ingersol Rand 4X4HS-3A-GIDO_A03,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103B,GIDO,EXP,1015-P-3103B,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-002,Check gear reducer housing and pump  foundation bolts are tight,Gidgealpa Oil Satellite 1015-P-3103A Export Pump A/B Ingersol Rand 4X4HS-3A Annual Mechanical Service,2233937.docx,2233937,002
Pump Ingersol Rand 4X4HS-3A-GIDO_A01,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103B,GIDO,EXP,1015-P-3103B,6,M,04,00,GIDO EXP 6M-04-00,GIDO EXP 6M-04-00-001,Clean crankcase breather with non-explosive solvent,Gidgealpa Oil Satellite 1015-P-3103A Export Pump A/B Ingersol Rand 4X4HS-3A 6 Monthly Mechanical Service,2237401.docx,2237401,001
Pump Ingersol Rand 4X4HS-3A-GIDO_A012,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103B,GIDO,EXP,1015-P-3103B,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-001,Visually inspect terminal box and gasket,Gidgealpa Oil Satellite 1015-EM-3103A Export Pump A/B Electric Motor Annual  Inst/Elec Service,2234682.docx,2234682,001
Pump Ingersol Rand 4X4HS-3A-GIDO_A010,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103B,GIDO,EXP,1015-P-3103B,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-001,Visually inspect condition of 3 phase and control cables and lugs,Gidgealpa Oil Satellite 1015-EM-3103A Export Pump A/B Electric Motor Annual  Inst/Elec Service,2234682.docx,2234682,001
Pump Ingersol Rand 4X4HS-3A-GIDO_A09,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103B,GIDO,EXP,1015-P-3103B,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-001,Check tightness of all local 3 phase and control terminations,Gidgealpa Oil Satellite 1015-EM-3103A Export Pump A/B Electric Motor Annual  Inst/Elec Service,2234682.docx,2234682,001
Pump Ingersol Rand 4X4HS-3A-GIDO_A011,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,Gidgealpa Oil Satellite - Export and Metering - Export Pump Package B,1015 - Gidgealpa Oil Satellite,GIDO EXP 1015-P-3103B,GIDO,EXP,1015-P-3103B,1,Y,04,00,GIDO EXP 1Y-04-00,GIDO EXP 1Y-04-00-001,Visually inspect condition of all earth wiring and tightness of termination,Gidgealpa Oil Satellite 1015-EM-3103A Export Pump A/B Electric Motor Annual  Inst/Elec Service,2234682.docx,2234682,001
