Action ID,Package ID,Package Decription,Package Groups,Strategy ID,Strategy,ID,Asset Name,Interval,Interval Units,Recommended Resource,Shutdown Required,Reference Column,Job Plan ID,Action Name,Plan Description,MyPlant Document Number,Oracle Activity,
Tank-Oil Storage-TANT_A04,Tantanna Satellite - Export and Metering - Export Package,Tantanna Satellite - Export and Metering - Export Package,5600 - Tantanna Satellite,TANT EXP 5600-TK-008,TANT,EXP,5600-TK-008,4,Y,04,00,TANT EXP 4Y-04-00,TANT EXP 4Y-04-00-001,Reconnect Flanges,Tantanna Satellite 5600-TK-009 Oil Storage Export Tank Tank Cat 4 Drain Line Cleaning,2228383.docx,2228383,001
Air Reciever-TANT_A01,Tantanna Satellite - Export and Metering - Export Package,Tantanna Satellite - Export and Metering - Export Package,5600 - Tantanna Satellite,TANT EXP 5600-V-002,TANT,EXP,5600-V-002,1,Y,01,00,TANT EXP 1Y-01-00,TANT EXP 1Y-01-00-001,"Check calibration of pressure switch PSLL 0050 - 250 kPa falling, Setting obtained from P&ID 1045-70-0020. Carry out any adjustments as required",Tantanna Satellite 5600-V-002 Export Pump Air Receiver Annual Inst/Elec Service,2229429.docx,2229429,001
Tank-Oil Storage-TANT_A03,Tantanna Satellite - Export and Metering - Export Package,Tantanna Satellite - Export and Metering - Export Package,5600 - Tantanna Satellite,TANT EXP 5600-TK-008,TANT,EXP,5600-TK-008,4,Y,04,00,TANT EXP 4Y-04-00,TANT EXP 4Y-04-00-001,Flush Drain Lines And Collect Residue For Correct Disposal,Tantanna Satellite 5600-TK-009 Oil Storage Export Tank Tank Cat 4 Drain Line Cleaning,2228383.docx,2228383,001
Tank-Oil Storage-TANT_A01,Tantanna Satellite - Export and Metering - Export Package,Tantanna Satellite - Export and Metering - Export Package,5600 - Tantanna Satellite,TANT EXP 5600-TK-008,TANT,EXP,5600-TK-008,4,Y,04,00,TANT EXP 4Y-04-00,TANT EXP 4Y-04-00-001,Ensure all efforts are made to ensure any spillage is collected and disposed of correctly when breaking flanges and flushing spools,Tantanna Satellite 5600-TK-009 Oil Storage Export Tank Tank Cat 4 Drain Line Cleaning,2228383.docx,2228383,001
Tank-Oil Storage-TANT_A02,Tantanna Satellite - Export and Metering - Export Package,Tantanna Satellite - Export and Metering - Export Package,5600 - Tantanna Satellite,TANT EXP 5600-TK-008,TANT,EXP,5600-TK-008,4,Y,04,00,TANT EXP 4Y-04-00,TANT EXP 4Y-04-00-001,Seperate Flanges Where Possible To Gain Access,Tantanna Satellite 5600-TK-009 Oil Storage Export Tank Tank Cat 4 Drain Line Cleaning,2228383.docx,2228383,001
Tank-Dewatering-TANT_A04,Tantanna Satellite - Inlet Separation - Dewatering Tanks,Tantanna Satellite - Inlet Separation - Dewatering Tanks,5600 - Tantanna Satellite,TANT INL SEP 5600-TK-003,TANT,INL SEP,5600-TK-003,4,Y,04,00,TANT INL SEP 4Y-04-00,TANT INL SEP 4Y-04-00-001,Reconnect Flanges,Tantanna Satellite 5600-TK-001/2/3/7 Inlet Separation Dewatering Tank Cat 4 Drain Line Cleaning,2224048.docx,2224048,001
Tank-Dewatering-TANT_A03,Tantanna Satellite - Inlet Separation - Dewatering Tanks,Tantanna Satellite - Inlet Separation - Dewatering Tanks,5600 - Tantanna Satellite,TANT INL SEP 5600-TK-001,TANT,INL SEP,5600-TK-001,4,Y,04,00,TANT INL SEP 4Y-04-00,TANT INL SEP 4Y-04-00-001,Flush Drain Lines And Collect Residue For Correct Disposal,Tantanna Satellite 5600-TK-001/2/3/7 Inlet Separation Dewatering Tank Cat 4 Drain Line Cleaning,2224048.docx,2224048,001
Tank-Dewatering-TANT_A01,Tantanna Satellite - Inlet Separation - Dewatering Tanks,Tantanna Satellite - Inlet Separation - Dewatering Tanks,5600 - Tantanna Satellite,TANT INL SEP 5600-TK-001,TANT,INL SEP,5600-TK-001,4,Y,04,00,TANT INL SEP 4Y-04-00,TANT INL SEP 4Y-04-00-001,Ensure all efforts are made to ensure any spillage is collected and disposed of correctly when breaking flanges and flushing spools,Tantanna Satellite 5600-TK-001/2/3/7 Inlet Separation Dewatering Tank Cat 4 Drain Line Cleaning,2224048.docx,2224048,001
Tank-Dewatering-TANT_A04,Tantanna Satellite - Inlet Separation - Dewatering Tanks,Tantanna Satellite - Inlet Separation - Dewatering Tanks,5600 - Tantanna Satellite,TANT INL SEP 5600-TK-001,TANT,INL SEP,5600-TK-001,4,Y,04,00,TANT INL SEP 4Y-04-00,TANT INL SEP 4Y-04-00-001,Reconnect Flanges,Tantanna Satellite 5600-TK-001/2/3/7 Inlet Separation Dewatering Tank Cat 4 Drain Line Cleaning,2224048.docx,2224048,001
Tank-Dewatering-TANT_A02,Tantanna Satellite - Inlet Separation - Dewatering Tanks,Tantanna Satellite - Inlet Separation - Dewatering Tanks,5600 - Tantanna Satellite,TANT INL SEP 5600-TK-001,TANT,INL SEP,5600-TK-001,4,Y,04,00,TANT INL SEP 4Y-04-00,TANT INL SEP 4Y-04-00-001,Seperate Flanges Where Possible To Gain Access,Tantanna Satellite 5600-TK-001/2/3/7 Inlet Separation Dewatering Tank Cat 4 Drain Line Cleaning,2224048.docx,2224048,001
Tank-Dewatering-TANT_A03,Tantanna Satellite - Inlet Separation - Dewatering Tanks,Tantanna Satellite - Inlet Separation - Dewatering Tanks,5600 - Tantanna Satellite,TANT INL SEP 5600-TK-002,TANT,INL SEP,5600-TK-002,4,Y,04,00,TANT INL SEP 4Y-04-00,TANT INL SEP 4Y-04-00-001,Flush Drain Lines And Collect Residue For Correct Disposal,Tantanna Satellite 5600-TK-001/2/3/7 Inlet Separation Dewatering Tank Cat 4 Drain Line Cleaning,2224048.docx,2224048,001
Tank-Dewatering-TANT_A01,Tantanna Satellite - Inlet Separation - Dewatering Tanks,Tantanna Satellite - Inlet Separation - Dewatering Tanks,5600 - Tantanna Satellite,TANT INL SEP 5600-TK-002,TANT,INL SEP,5600-TK-002,4,Y,04,00,TANT INL SEP 4Y-04-00,TANT INL SEP 4Y-04-00-001,Ensure all efforts are made to ensure any spillage is collected and disposed of correctly when breaking flanges and flushing spools,Tantanna Satellite 5600-TK-001/2/3/7 Inlet Separation Dewatering Tank Cat 4 Drain Line Cleaning,2224048.docx,2224048,001
Tank-Dewatering-TANT_A02,Tantanna Satellite - Inlet Separation - Dewatering Tanks,Tantanna Satellite - Inlet Separation - Dewatering Tanks,5600 - Tantanna Satellite,TANT INL SEP 5600-TK-002,TANT,INL SEP,5600-TK-002,4,Y,04,00,TANT INL SEP 4Y-04-00,TANT INL SEP 4Y-04-00-001,Seperate Flanges Where Possible To Gain Access,Tantanna Satellite 5600-TK-001/2/3/7 Inlet Separation Dewatering Tank Cat 4 Drain Line Cleaning,2224048.docx,2224048,001
Tank-Dewatering-TANT_A04,Tantanna Satellite - Inlet Separation - Dewatering Tanks,Tantanna Satellite - Inlet Separation - Dewatering Tanks,5600 - Tantanna Satellite,TANT INL SEP 5600-TK-002,TANT,INL SEP,5600-TK-002,4,Y,04,00,TANT INL SEP 4Y-04-00,TANT INL SEP 4Y-04-00-001,Reconnect Flanges,Tantanna Satellite 5600-TK-001/2/3/7 Inlet Separation Dewatering Tank Cat 4 Drain Line Cleaning,2224048.docx,2224048,001
Tank-Dewatering-TANT_A02,Tantanna Satellite - Inlet Separation - Dewatering Tanks,Tantanna Satellite - Inlet Separation - Dewatering Tanks,5600 - Tantanna Satellite,TANT INL SEP 5600-TK-003,TANT,INL SEP,5600-TK-003,4,Y,04,00,TANT INL SEP 4Y-04-00,TANT INL SEP 4Y-04-00-001,Seperate Flanges Where Possible To Gain Access,Tantanna Satellite 5600-TK-001/2/3/7 Inlet Separation Dewatering Tank Cat 4 Drain Line Cleaning,2224048.docx,2224048,001
Tank-Dewatering-TANT_A01,Tantanna Satellite - Inlet Separation - Dewatering Tanks,Tantanna Satellite - Inlet Separation - Dewatering Tanks,5600 - Tantanna Satellite,TANT INL SEP 5600-TK-003,TANT,INL SEP,5600-TK-003,4,Y,04,00,TANT INL SEP 4Y-04-00,TANT INL SEP 4Y-04-00-001,Ensure all efforts are made to ensure any spillage is collected and disposed of correctly when breaking flanges and flushing spools,Tantanna Satellite 5600-TK-001/2/3/7 Inlet Separation Dewatering Tank Cat 4 Drain Line Cleaning,2224048.docx,2224048,001
Tank-Dewatering-TANT_A03,Tantanna Satellite - Inlet Separation - Dewatering Tanks,Tantanna Satellite - Inlet Separation - Dewatering Tanks,5600 - Tantanna Satellite,TANT INL SEP 5600-TK-003,TANT,INL SEP,5600-TK-003,4,Y,04,00,TANT INL SEP 4Y-04-00,TANT INL SEP 4Y-04-00-001,Flush Drain Lines And Collect Residue For Correct Disposal,Tantanna Satellite 5600-TK-001/2/3/7 Inlet Separation Dewatering Tank Cat 4 Drain Line Cleaning,2224048.docx,2224048,001
Tank-Dewatering-TANT_A02,Tantanna Satellite - Inlet Separation - Dewatering Tanks,Tantanna Satellite - Inlet Separation - Dewatering Tanks,5600 - Tantanna Satellite,TANT INL SEP 5600-TK-007,TANT,INL SEP,5600-TK-007,4,Y,04,00,TANT INL SEP 4Y-04-00,TANT INL SEP 4Y-04-00-001,Seperate Flanges Where Possible To Gain Access,Tantanna Satellite 5600-TK-001/2/3/7 Inlet Separation Dewatering Tank Cat 4 Drain Line Cleaning,2224048.docx,2224048,001
Tank-Dewatering-TANT_A04,Tantanna Satellite - Inlet Separation - Dewatering Tanks,Tantanna Satellite - Inlet Separation - Dewatering Tanks,5600 - Tantanna Satellite,TANT INL SEP 5600-TK-007,TANT,INL SEP,5600-TK-007,4,Y,04,00,TANT INL SEP 4Y-04-00,TANT INL SEP 4Y-04-00-001,Reconnect Flanges,Tantanna Satellite 5600-TK-001/2/3/7 Inlet Separation Dewatering Tank Cat 4 Drain Line Cleaning,2224048.docx,2224048,001
Tank-Dewatering-TANT_A01,Tantanna Satellite - Inlet Separation - Dewatering Tanks,Tantanna Satellite - Inlet Separation - Dewatering Tanks,5600 - Tantanna Satellite,TANT INL SEP 5600-TK-007,TANT,INL SEP,5600-TK-007,4,Y,04,00,TANT INL SEP 4Y-04-00,TANT INL SEP 4Y-04-00-001,Ensure all efforts are made to ensure any spillage is collected and disposed of correctly when breaking flanges and flushing spools,Tantanna Satellite 5600-TK-001/2/3/7 Inlet Separation Dewatering Tank Cat 4 Drain Line Cleaning,2224048.docx,2224048,001
Tank-Dewatering-TANT_A03,Tantanna Satellite - Inlet Separation - Dewatering Tanks,Tantanna Satellite - Inlet Separation - Dewatering Tanks,5600 - Tantanna Satellite,TANT INL SEP 5600-TK-007,TANT,INL SEP,5600-TK-007,4,Y,04,00,TANT INL SEP 4Y-04-00,TANT INL SEP 4Y-04-00-001,Flush Drain Lines And Collect Residue For Correct Disposal,Tantanna Satellite 5600-TK-001/2/3/7 Inlet Separation Dewatering Tank Cat 4 Drain Line Cleaning,2224048.docx,2224048,001
Compressor-Air Champion APP7-TANT_A02,Tantanna Satellite - Instrument Air Supply - Compressor Package A,Tantanna Satellite - Instrument Air Supply - Compressor Package A,5600 - Tantanna Satellite,TANT INST AIR 5600-K-004A,TANT,INST AIR,5600-K-004A,3,M,04,00,TANT INST AIR 3M-04-00,TANT INST AIR 3M-04-00-001,Replace oil sight glass,Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Pump APP7 3 Monthly Mechanical Service,2248843.docx,2248843,001
Compressor-Air PKG INST/ELEC Champion APP7-TANT_A01,Tantanna Satellite - Instrument Air Supply - Compressor Package A,Tantanna Satellite - Instrument Air Supply - Compressor Package A,5600 - Tantanna Satellite,TANT INST AIR 5600-KX-004A,TANT,INST AIR,5600-KX-004A,1,Y,01,00,TANT INST AIR 1Y-01-00,TANT INST AIR 1Y-01-00-001,Visually inspect the motor cooling fan for broken or cracked blades,Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Puma APP7 Annual Inst/Elec Service,2248164.docx,2248164,001
Compressor-Air PKG INST/ELEC Champion APP7-TANT_A02,Tantanna Satellite - Instrument Air Supply - Compressor Package A,Tantanna Satellite - Instrument Air Supply - Compressor Package A,5600 - Tantanna Satellite,TANT INST AIR 5600-KX-004A,TANT,INST AIR,5600-KX-004A,1,Y,01,00,TANT INST AIR 1Y-01-00,TANT INST AIR 1Y-01-00-001,Ensure the cooling fan is rotating freely and the motor cooling fins are clear of blockage,Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Puma APP7 Annual Inst/Elec Service,2248164.docx,2248164,001
Compressor-Air PKG INST/ELEC Champion APP7-TANT_A07,Tantanna Satellite - Instrument Air Supply - Compressor Package A,Tantanna Satellite - Instrument Air Supply - Compressor Package A,5600 - Tantanna Satellite,TANT INST AIR 5600-KX-004A,TANT,INST AIR,5600-KX-004A,1,Y,01,00,TANT INST AIR 1Y-01-00,TANT INST AIR 1Y-01-00-001,"Bleed off enough air to start the unit. Observe the cut in and cut out pressures. If the pressures are not as expected, investigate.",Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Puma APP7 Annual Inst/Elec Service,2248164.docx,2248164,001
Compressor-Air PKG INST/ELEC Champion APP7-TANT_A05,Tantanna Satellite - Instrument Air Supply - Compressor Package A,Tantanna Satellite - Instrument Air Supply - Compressor Package A,5600 - Tantanna Satellite,TANT INST AIR 5600-KX-004A,TANT,INST AIR,5600-KX-004A,1,Y,01,00,TANT INST AIR 1Y-01-00,TANT INST AIR 1Y-01-00-001,Check the correct operation of all non-return valves on the load/unload assembly,Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Puma APP7 Annual Inst/Elec Service,2248164.docx,2248164,001
Compressor-Air PKG INST/ELEC Champion APP7-TANT_A03,Tantanna Satellite - Instrument Air Supply - Compressor Package A,Tantanna Satellite - Instrument Air Supply - Compressor Package A,5600 - Tantanna Satellite,TANT INST AIR 5600-KX-004A,TANT,INST AIR,5600-KX-004A,1,Y,01,00,TANT INST AIR 1Y-01-00,TANT INST AIR 1Y-01-00-001,Visually inspect the motor supply and control cables and conduit in the motor vicinity for any physical damage and any UV degradation,Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Puma APP7 Annual Inst/Elec Service,2248164.docx,2248164,001
Compressor-Air PKG INST/ELEC Champion APP7-TANT_A06,Tantanna Satellite - Instrument Air Supply - Compressor Package A,Tantanna Satellite - Instrument Air Supply - Compressor Package A,5600 - Tantanna Satellite,TANT INST AIR 5600-KX-004A,TANT,INST AIR,5600-KX-004A,1,Y,01,00,TANT INST AIR 1Y-01-00,TANT INST AIR 1Y-01-00-001,Visually inspect the exterior of the motor terminal box and cover for signs of poor sealing (Do not open),Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Puma APP7 Annual Inst/Elec Service,2248164.docx,2248164,001
Compressor-Air PKG INST/ELEC Champion APP7-TANT_A04,Tantanna Satellite - Instrument Air Supply - Compressor Package A,Tantanna Satellite - Instrument Air Supply - Compressor Package A,5600 - Tantanna Satellite,TANT INST AIR 5600-KX-004A,TANT,INST AIR,5600-KX-004A,1,Y,01,00,TANT INST AIR 1Y-01-00,TANT INST AIR 1Y-01-00-001,Visually inspect the motor external earthing and bonding connections for any physical damage signs of corrosion or looseness,Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Puma APP7 Annual Inst/Elec Service,2248164.docx,2248164,001
Compressor-Air Champion APP7-TANT_A07,Tantanna Satellite - Instrument Air Supply - Compressor Package A,Tantanna Satellite - Instrument Air Supply - Compressor Package A,5600 - Tantanna Satellite,TANT INST AIR 5600-K-004A,TANT,INST AIR,5600-K-004A,6,M,04,00,TANT INST AIR 6M-04-00,TANT INST AIR 6M-04-00-001,Visually inspect compressor for oil leaks,Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Pump APP7 6 Monthly Mechanical Service,2247927.docx,2247927,001
Compressor-Air Champion APP7-TANT_A011,Tantanna Satellite - Instrument Air Supply - Compressor Package A,Tantanna Satellite - Instrument Air Supply - Compressor Package A,5600 - Tantanna Satellite,TANT INST AIR 5600-K-004A,TANT,INST AIR,5600-K-004A,6,M,04,00,TANT INST AIR 6M-04-00,TANT INST AIR 6M-04-00-001,Refill compressor crankcase with new oil. Dispose of used oil in approved manner,Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Pump APP7 6 Monthly Mechanical Service,2247927.docx,2247927,001
Compressor-Air Champion APP7-TANT_A05,Tantanna Satellite - Instrument Air Supply - Compressor Package A,Tantanna Satellite - Instrument Air Supply - Compressor Package A,5600 - Tantanna Satellite,TANT INST AIR 5600-K-004A,TANT,INST AIR,5600-K-004A,3,M,04,00,TANT INST AIR 3M-04-00,TANT INST AIR 3M-04-00-001,Install new air filter and and re-fit pre cleaner,Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Pump APP7 3 Monthly Mechanical Service,2248843.docx,2248843,001
Compressor-Air Champion APP7-TANT_A03,Tantanna Satellite - Instrument Air Supply - Compressor Package A,Tantanna Satellite - Instrument Air Supply - Compressor Package A,5600 - Tantanna Satellite,TANT INST AIR 5600-K-004A,TANT,INST AIR,5600-K-004A,3,M,04,00,TANT INST AIR 3M-04-00,TANT INST AIR 3M-04-00-001,Remove and empty pre cleaner if fitted,Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Pump APP7 3 Monthly Mechanical Service,2248843.docx,2248843,001
Compressor-Air Champion APP7-TANT_A04,Tantanna Satellite - Instrument Air Supply - Compressor Package A,Tantanna Satellite - Instrument Air Supply - Compressor Package A,5600 - Tantanna Satellite,TANT INST AIR 5600-K-004A,TANT,INST AIR,5600-K-004A,3,M,04,00,TANT INST AIR 3M-04-00,TANT INST AIR 3M-04-00-001,Remove air intake filter and clean filter housing,Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Pump APP7 3 Monthly Mechanical Service,2248843.docx,2248843,001
Compressor-Air Champion APP7-TANT_A012,Tantanna Satellite - Instrument Air Supply - Compressor Package A,Tantanna Satellite - Instrument Air Supply - Compressor Package A,5600 - Tantanna Satellite,TANT INST AIR 5600-K-004A,TANT,INST AIR,5600-K-004A,6,M,04,00,TANT INST AIR 6M-04-00,TANT INST AIR 6M-04-00-001,Clean crank case air breather using a non-explosive solvent,Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Pump APP7 6 Monthly Mechanical Service,2247927.docx,2247927,001
Compressor-Air Champion APP7-TANT_A015,Tantanna Satellite - Instrument Air Supply - Compressor Package A,Tantanna Satellite - Instrument Air Supply - Compressor Package A,5600 - Tantanna Satellite,TANT INST AIR 5600-K-004A,TANT,INST AIR,5600-K-004A,1,Y,04,00,TANT INST AIR 1Y-04-00,TANT INST AIR 1Y-04-00-001,Manually operate lever or ring pull to activate receiver safety valve,Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Pump APP7 Annual Mechanical Service,2253777.docx,2253777,001
Compressor-Air Champion APP7-TANT_A06,Tantanna Satellite - Instrument Air Supply - Compressor Package A,Tantanna Satellite - Instrument Air Supply - Compressor Package A,5600 - Tantanna Satellite,TANT INST AIR 5600-K-004A,TANT,INST AIR,5600-K-004A,3,M,04,00,TANT INST AIR 3M-04-00,TANT INST AIR 3M-04-00-001,Make Note of which compressor is first in The Duty Cycle and Switch Duty Cycle to The Standby Compressor,Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Pump APP7 3 Monthly Mechanical Service,2248843.docx,2248843,001
Compressor-Air Champion APP7-TANT_A08,Tantanna Satellite - Instrument Air Supply - Compressor Package A,Tantanna Satellite - Instrument Air Supply - Compressor Package A,5600 - Tantanna Satellite,TANT INST AIR 5600-K-004A,TANT,INST AIR,5600-K-004A,6,M,04,00,TANT INST AIR 6M-04-00,TANT INST AIR 6M-04-00-001,Clean compressor of dirt and oil using a detergent and water wash. Avoid directing water jets on electrical and instrument components,Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Pump APP7 6 Monthly Mechanical Service,2247927.docx,2247927,001
Compressor-Air Champion APP7-TANT_A017,Tantanna Satellite - Instrument Air Supply - Compressor Package A,Tantanna Satellite - Instrument Air Supply - Compressor Package A,5600 - Tantanna Satellite,TANT INST AIR 5600-K-004A,TANT,INST AIR,5600-K-004A,1,Y,04,00,TANT INST AIR 1Y-04-00,TANT INST AIR 1Y-04-00-001,Inspect pulley grooves for wear using new belts. Belts must clear bottom of pulley,Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Pump APP7 Annual Mechanical Service,2253777.docx,2253777,001
Compressor-Air Champion APP7-TANT_A016,Tantanna Satellite - Instrument Air Supply - Compressor Package A,Tantanna Satellite - Instrument Air Supply - Compressor Package A,5600 - Tantanna Satellite,TANT INST AIR 5600-K-004A,TANT,INST AIR,5600-K-004A,1,Y,04,00,TANT INST AIR 1Y-04-00,TANT INST AIR 1Y-04-00-001,Replace v-belt set. Adjust motor to achieve correct belt tension and pulley alignment,Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Pump APP7 Annual Mechanical Service,2253777.docx,2253777,001
Compressor-Air Champion APP7-TANT_A014,Tantanna Satellite - Instrument Air Supply - Compressor Package A,Tantanna Satellite - Instrument Air Supply - Compressor Package A,5600 - Tantanna Satellite,TANT INST AIR 5600-K-004A,TANT,INST AIR,5600-K-004A,6,M,04,00,TANT INST AIR 6M-04-00,TANT INST AIR 6M-04-00-001,Check tightness of motor hold down bolts using Spanner. Bolts must be spanner tight,Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Pump APP7 6 Monthly Mechanical Service,2247927.docx,2247927,001
Compressor-Air Champion APP7-TANT_A013,Tantanna Satellite - Instrument Air Supply - Compressor Package A,Tantanna Satellite - Instrument Air Supply - Compressor Package A,5600 - Tantanna Satellite,TANT INST AIR 5600-K-004A,TANT,INST AIR,5600-K-004A,6,M,04,00,TANT INST AIR 6M-04-00,TANT INST AIR 6M-04-00-001,"Check v-belt tension using a belt tensioning tool. If adjustment required, remove guard, adjust tension and realign",Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Pump APP7 6 Monthly Mechanical Service,2247927.docx,2247927,001
Compressor-Air Champion APP7-TANT_A01,Tantanna Satellite - Instrument Air Supply - Compressor Package A,Tantanna Satellite - Instrument Air Supply - Compressor Package A,5600 - Tantanna Satellite,TANT INST AIR 5600-K-004A,TANT,INST AIR,5600-K-004A,3,M,04,00,TANT INST AIR 3M-04-00,TANT INST AIR 3M-04-00-001,Test condition of compressor oil using Sullube oil test kit,Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Pump APP7 3 Monthly Mechanical Service,2248843.docx,2248843,001
Compressor-Air Champion APP7-TANT_A09,Tantanna Satellite - Instrument Air Supply - Compressor Package A,Tantanna Satellite - Instrument Air Supply - Compressor Package A,5600 - Tantanna Satellite,TANT INST AIR 5600-K-004A,TANT,INST AIR,5600-K-004A,6,M,04,00,TANT INST AIR 6M-04-00,TANT INST AIR 6M-04-00-001,Drain compressor crankcase oil into container. Check with area operator that oil is on site (SHC 626) ph. 4189,Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Pump APP7 6 Monthly Mechanical Service,2247927.docx,2247927,001
Compressor-Air Champion APP7-TANT_A010,Tantanna Satellite - Instrument Air Supply - Compressor Package A,Tantanna Satellite - Instrument Air Supply - Compressor Package A,5600 - Tantanna Satellite,TANT INST AIR 5600-K-004A,TANT,INST AIR,5600-K-004A,6,M,04,00,TANT INST AIR 6M-04-00,TANT INST AIR 6M-04-00-001,Visually inspect oil for metal particles,Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Pump APP7 6 Monthly Mechanical Service,2247927.docx,2247927,001
Compressor-Air Champion APP7-TANT_A011,Tantanna Satellite - Instrument Air Supply - Compressor Package B,Tantanna Satellite - Instrument Air Supply - Compressor Package B,5600 - Tantanna Satellite,TANT INST AIR 5600-K-004B,TANT,INST AIR,5600-K-004B,6,M,04,00,TANT INST AIR 6M-04-00,TANT INST AIR 6M-04-00-001,Refill compressor crankcase with new oil. Dispose of used oil in approved manner,Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Pump APP7 6 Monthly Mechanical Service,2247927.docx,2247927,001
Compressor-Air PKG INST/ELEC Champion APP7-TANT_A06,Tantanna Satellite - Instrument Air Supply - Compressor Package B,Tantanna Satellite - Instrument Air Supply - Compressor Package B,5600 - Tantanna Satellite,TANT INST AIR 5600-KX-004B,TANT,INST AIR,5600-KX-004B,1,Y,01,00,TANT INST AIR 1Y-01-00,TANT INST AIR 1Y-01-00-001,Visually inspect the exterior of the motor terminal box and cover for signs of poor sealing (Do not open),Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Puma APP7 Annual Inst/Elec Service,2248164.docx,2248164,001
Compressor-Air PKG INST/ELEC Champion APP7-TANT_A03,Tantanna Satellite - Instrument Air Supply - Compressor Package B,Tantanna Satellite - Instrument Air Supply - Compressor Package B,5600 - Tantanna Satellite,TANT INST AIR 5600-KX-004B,TANT,INST AIR,5600-KX-004B,1,Y,01,00,TANT INST AIR 1Y-01-00,TANT INST AIR 1Y-01-00-001,Visually inspect the motor supply and control cables and conduit in the motor vicinity for any physical damage and any UV degradation,Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Puma APP7 Annual Inst/Elec Service,2248164.docx,2248164,001
Compressor-Air PKG INST/ELEC Champion APP7-TANT_A04,Tantanna Satellite - Instrument Air Supply - Compressor Package B,Tantanna Satellite - Instrument Air Supply - Compressor Package B,5600 - Tantanna Satellite,TANT INST AIR 5600-KX-004B,TANT,INST AIR,5600-KX-004B,1,Y,01,00,TANT INST AIR 1Y-01-00,TANT INST AIR 1Y-01-00-001,Visually inspect the motor external earthing and bonding connections for any physical damage signs of corrosion or looseness,Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Puma APP7 Annual Inst/Elec Service,2248164.docx,2248164,001
Compressor-Air PKG INST/ELEC Champion APP7-TANT_A02,Tantanna Satellite - Instrument Air Supply - Compressor Package B,Tantanna Satellite - Instrument Air Supply - Compressor Package B,5600 - Tantanna Satellite,TANT INST AIR 5600-KX-004B,TANT,INST AIR,5600-KX-004B,1,Y,01,00,TANT INST AIR 1Y-01-00,TANT INST AIR 1Y-01-00-001,Ensure the cooling fan is rotating freely and the motor cooling fins are clear of blockage,Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Puma APP7 Annual Inst/Elec Service,2248164.docx,2248164,001
Compressor-Air PKG INST/ELEC Champion APP7-TANT_A01,Tantanna Satellite - Instrument Air Supply - Compressor Package B,Tantanna Satellite - Instrument Air Supply - Compressor Package B,5600 - Tantanna Satellite,TANT INST AIR 5600-KX-004B,TANT,INST AIR,5600-KX-004B,1,Y,01,00,TANT INST AIR 1Y-01-00,TANT INST AIR 1Y-01-00-001,Visually inspect the motor cooling fan for broken or cracked blades,Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Puma APP7 Annual Inst/Elec Service,2248164.docx,2248164,001
Compressor-Air PKG INST/ELEC Champion APP7-TANT_A05,Tantanna Satellite - Instrument Air Supply - Compressor Package B,Tantanna Satellite - Instrument Air Supply - Compressor Package B,5600 - Tantanna Satellite,TANT INST AIR 5600-KX-004B,TANT,INST AIR,5600-KX-004B,1,Y,01,00,TANT INST AIR 1Y-01-00,TANT INST AIR 1Y-01-00-001,Check the correct operation of all non-return valves on the load/unload assembly,Tantanna Satellite 5600-K-004A/B Instrument Air Supply Compressor Champion Puma APP7 Annual Inst/Elec Service,2248164.docx,2248164,001
